url,Name of building,Architect,Structural engineer,Structural system,Primary use,Construction year,Country,Address,Admission,Note,image_url
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Acceso%20a%20Jardines%20del%20Bosque.htm,Acceso a Jardines del Bosque,Felix Candela,Felix Candela,"Shell,RC",Monument,19XX,MEXICO,"Calz.Palmira/De los Pinos,Chipitlan,Cuernavaca,Morelos",Outside : OK Inside : OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Auditorio%20de%20Facultad%20de%20Quemico.htm,Auditorio de Facultad de Quemico,Guillermo Rosel / Enrique Yanez,Felix Cadela,"Shell, RC",Auditorium,1952,MEXICO,"Ciudad Universitaria. Mexico, D. F.",Outside : OK Inside : OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Auditorio%20de%20Instituto%20Anglo%20Mexicano%20de%20Cultura1.htm,Auditorio de Instituto Anglo Mexicano de Cultura.,Enrique de la Mora,Felix Candela,"Shell,RC",School Lecture Hall / Auditrium,1961,MEXICO,"Maesto Autonio Caso / Ignacio Altamirano, San Rafael, Mexico, D. F.",Outside : OK Inside,,
"http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Auditorio,htl%20Casino%20de%20la%20selva.htm","Auditorio, Hotel Casino de la Selva",Jesus Marti,Felix Candela,"Shell,RC",Auditorium/Hotel,1960,MEXICO,"Vicente Guerrero S/N, Cuernavaca, Morelos.",Outside : OK Inside : OK,Fax:91(73)18-9624.,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Bacardi%20y%20Cia.htm,Bacardi y Cia,Saenz-Cancio-Martin-Alvarez-Gutierrenz.,Felix Candela/Consulting Engineer : Luis Torres Landa.,"Shell,RC",Bottling Plant / Factory,1960,MEXICO,"Autopista Mex-Qro. 4431, Tultitlan, Estado de Mexico.",Outside : NO Inside : NO,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Ballroom_%20Centro%20Gallego.htm,"Ballroom, Centro Gallego",Jose Caridad Mataro,Ferix Candela,"Shell, RC",Ball room,1953,MEXICO,"Colima 194/Orizaba, Col. Roma Norte,Mexico,D.F.",Outside : OK Inside : NO,TEL:514-9854/514-2512.,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Bodegas%20Rio.htm,Bodegas Rio (now auto-parts shop),A. Saenz de la Calzada,Felix Candela,"Shell,RC",Store,1954,MEXICO,"Serapio Rendon 117 / Av. Parque Via Sullivan, San Rafael, Mexico, D.F.",Outside : OK Inside : OK,,
"http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Boilerhouse,%20Div_%20Lederle,%20Cynamid.htm","Boilerhouse, Division Lederle, Cynamid S. A. de C. V.",Alejandro Prieto,Felix Candela,"Shell,RC",Factory,1956,MEXICO,"Calz. de Tlalpan 3092, Coapa, Mexico,D. F.",Outside : NO Inside : NO,,
"http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Bungalows,%20htl%20Casino%20de%20la%20selva.htm","Bungalows, Hotel Casino de la Selva",Jesus Marti,Felix Candela / Juan AntonIo Tonda,"Shell,RC",Hotel,1960,MEXICO,"Vicente Guerrero S/N, Cuernavaca, Morelos.",Outside : OK Inside : OK,,
"http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Cafeteria,%20Div_%20Lederle,%20Cynamid.htm","Cafeteria, Division Lederle, Cynamid S. A. de C. V.",Alejandro Prieto,Felix Candela,"Shell,RC",Restaurant,1956,MEXICO,"Calz. de Tlalpan 3092, Coapa, Mexico,D. F",Outside : NO Inside : NO,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Capilla%20de%20Ntra%20Sra%20de%20la%20Solendad.htm,Capilla de Nuestra Senora de la Soledad,Enrique de la Mora / F. I. Carmona,Ferix Candela,"Shell, RC",Church,1955,MEXICO,"Av. Universidad 1700/Av. Francisco, Coyoacan, Mexico, D.F.",Outside : OK Inside : OK,,
http://www.anc-d.u-fukui.ac.jp/~ishikawa/Structural%20Engineers/Candela/Catalog/Capilla%20la%20Medalla%20Miagrosa.htm,Capilla la Medalla Milagrosa (San Vicente de Paul),Enrique de la Mora / F. L. Carmona,Felix Candela,"Shell, RC",Church,1960,MEXICO,"Hijas de la Caridad de San Vicente de Paul, Casa Provincial, Cerrada del Pedregal 31, Villa Coyoacan. Coyoacan. Mexico, D. F.",Outside : OK Inside : OK,,
